"number","behaviour_event","value","type_event","fps","time","depth","x","y","z","behaviour","type","location","place","raw","date","doe"
1,"1.still",1,"1.Resting","00:00:00.04","2014-11-01 14:40:25.00",0.78,-0.168,0.708,0.856,"still","Resting","water","surface","still",2014-11-01 14:40:25.00,"20-10-14"
1,"1.still",1,"1.Resting","00:00.0","2014-11-01 14:40:25.00",0.81,-0.156,0.724,0.804,"still","Resting","water","surface","",2014-11-01 14:40:25.00,"20-10-14"
1,"1.still",1,"1.Resting","50883","2014-11-01 14:40:25.02",0.78,-0.044,0.632,0.78,"still","Resting","water","surface","",2014-11-01 14:40:25.02,"20-10-14"
1,"1.still",1,"1.Resting","50884","2014-11-01 14:40:25.13",0.81,0.016,0.656,0.796,"still","Resting","water","surface","",2014-11-01 14:40:25.13,"20-10-14"
1,"1.still",1,"1.Resting","50885","2014-11-01 14:40:25.17",0.78,0.128,0.764,0.796,"still","Resting","water","surface","",2014-11-01 14:40:25.17,"20-10-14"
1,"1.still",1,"1.Resting","50886","2014-11-01 14:40:25.21",0.81,0.128,0.78,0.792,"still","Resting","water","surface","",2014-11-01 14:40:25.21,"20-10-14"
1,"1.still",1,"1.Resting","50887","2014-11-01 14:40:25.25",0.78,0.008,0.672,0.664,"still","Resting","water","surface","",2014-11-01 14:40:25.25,"20-10-14"
1,"1.still",1,"1.Resting","50888","2014-11-01 14:40:25.25",0.78,0.244,0.68,0.548,"still","Resting","water","surface","",2014-11-01 14:40:25.25,"20-10-14"
1,"1.still",1,"1.Resting","50889","2014-11-01 14:40:25.28",0.78,0.368,0.644,0.46,"still","Resting","water","surface","",2014-11-01 14:40:25.28,"20-10-14"
1,"1.still",1,"1.Resting","50890","2014-11-01 14:40:25.38",0.78,0.508,0.66,0.42,"still","Resting","water","surface","",2014-11-01 14:40:25.38,"20-10-14"
1,"1.still",1,"1.Resting","50891","2014-11-01 14:40:25.42",0.78,0.484,0.66,0.404,"still","Resting","water","surface","",2014-11-01 14:40:25.42,"20-10-14"
1,"1.still",1,"1.Resting","50892","2014-11-01 14:40:25.46",0.78,0.436,0.648,0.332,"still","Resting","water","surface","",2014-11-01 14:40:25.46,"20-10-14"
1,"1.still",1,"1.Resting","50893","2014-11-01 14:40:25.50",0.78,0.512,0.72,0.352,"still","Resting","water","surface","",2014-11-01 14:40:25.50,"20-10-14"
1,"1.still",1,"1.Resting","50894","2014-11-01 14:40:25.50",0.81,0.532,0.856,0.464,"still","Resting","water","surface","",2014-11-01 14:40:25.50,"20-10-14"
1,"1.still",1,"1.Resting","50895","2014-11-01 14:40:25.53",0.84,0.648,0.776,0.468,"still","Resting","water","surface","",2014-11-01 14:40:25.53,"20-10-14"
1,"1.still",1,"1.Resting","50896","2014-11-01 14:40:25.63",0.84,0.688,0.62,0.416,"still","Resting","water","surface","",2014-11-01 14:40:25.63,"20-10-14"
1,"1.still",1,"1.Resting","50897","2014-11-01 14:40:25.67",0.84,0.772,0.676,0.42,"still","Resting","water","surface","",2014-11-01 14:40:25.67,"20-10-14"
1,"1.still",1,"1.Resting","50898","2014-11-01 14:40:25.71",0.84,0.816,0.628,0.468,"still","Resting","water","surface","",2014-11-01 14:40:25.71,"20-10-14"
1,"1.still",1,"1.Resting","50899","2014-11-01 14:40:25.75",0.84,0.824,0.544,0.492,"still","Resting","water","surface","",2014-11-01 14:40:25.75,"20-10-14"
1,"1.still",1,"1.Resting","50900","2014-11-01 14:40:25.75",0.84,0.792,0.484,0.504,"still","Resting","water","surface","",2014-11-01 14:40:25.75,"20-10-14"
1,"1.still",1,"1.Resting","50901","2014-11-01 14:40:25.78",0.84,0.8,0.424,0.488,"still","Resting","water","surface","",2014-11-01 14:40:25.78,"20-10-14"
1,"1.still",1,"1.Resting","50902","2014-11-01 14:40:25.88",0.87,0.768,0.404,0.512,"still","Resting","water","surface","",2014-11-01 14:40:25.88,"20-10-14"
1,"1.still",1,"1.Resting","50903","2014-11-01 14:40:25.92",0.84,0.732,0.388,0.544,"still","Resting","water","surface","",2014-11-01 14:40:25.92,"20-10-14"
1,"1.still",1,"1.Resting","50904","2014-11-01 14:40:25.97",0.84,0.74,0.36,0.548,"still","Resting","water","surface","",2014-11-01 14:40:25.97,"20-10-14"
1,"1.still",1,"1.Resting","50905","2014-11-01 14:40:26.00",0.84,0.728,0.3,0.516,"still","Resting","water","surface","",2014-11-01 14:40:26.00,"20-10-14"
1,"1.still",1,"1.Resting","50906","2014-11-01 14:40:26.00",0.84,0.744,0.236,0.524,"still","Resting","water","surface","",2014-11-01 14:40:26.00,"20-10-14"
1,"1.still",1,"1.Resting","50907","2014-11-01 14:40:26.03",0.84,0.78,0.196,0.524,"still","Resting","water","surface","",2014-11-01 14:40:26.03,"20-10-14"
1,"1.still",1,"1.Resting","50908","2014-11-01 14:40:26.13",0.87,0.804,0.14,0.548,"still","Resting","water","surface","",2014-11-01 14:40:26.13,"20-10-14"
1,"1.still",1,"1.Resting","50909","2014-11-01 14:40:26.18",0.84,0.808,0.128,0.564,"still","Resting","water","surface","",2014-11-01 14:40:26.18,"20-10-14"
1,"1.still",1,"1.Resting","50910","2014-11-01 14:40:26.22",0.84,0.784,0.096,0.532,"still","Resting","water","surface","",2014-11-01 14:40:26.22,"20-10-14"
1,"1.still",1,"1.Resting","50911","2014-11-01 14:40:26.25",0.84,0.78,0.056,0.524,"still","Resting","water","surface","",2014-11-01 14:40:26.25,"20-10-14"
1,"1.still",1,"1.Resting","50912","2014-11-01 14:40:26.25",0.84,0.78,0.028,0.568,"still","Resting","water","surface","",2014-11-01 14:40:26.25,"20-10-14"
1,"1.still",1,"1.Resting","50913","2014-11-01 14:40:26.28",0.84,0.76,-0.004,0.568,"still","Resting","water","surface","",2014-11-01 14:40:26.28,"20-10-14"
1,"1.still",1,"1.Resting","50914","2014-11-01 14:40:26.39",0.87,0.72,-0.04,0.6,"still","Resting","water","surface","",2014-11-01 14:40:26.39,"20-10-14"
1,"1.still",1,"1.Resting","50915","2014-11-01 14:40:26.43",0.87,0.752,-0.076,0.632,"still","Resting","water","surface","",2014-11-01 14:40:26.43,"20-10-14"
1,"1.still",1,"1.Resting","50916","2014-11-01 14:40:26.47",0.87,0.756,-0.092,0.652,"still","Resting","water","surface","",2014-11-01 14:40:26.47,"20-10-14"
1,"1.still",1,"1.Resting","50917","2014-11-01 14:40:26.50",0.87,0.744,-0.12,0.64,"still","Resting","water","surface","",2014-11-01 14:40:26.50,"20-10-14"
1,"1.still",1,"1.Resting","50918","2014-11-01 14:40:26.50",0.87,0.728,-0.12,0.636,"still","Resting","water","surface","",2014-11-01 14:40:26.50,"20-10-14"
1,"1.still",1,"1.Resting","50919","2014-11-01 14:40:26.54",0.87,0.712,-0.136,0.644,"still","Resting","water","surface","",2014-11-01 14:40:26.54,"20-10-14"
1,"1.still",1,"1.Resting","50920","2014-11-01 14:40:26.64",0.87,0.704,-0.176,0.664,"still","Resting","water","surface","",2014-11-01 14:40:26.64,"20-10-14"
1,"1.still",1,"1.Resting","50921","2014-11-01 14:40:26.68",0.87,0.696,-0.236,0.672,"still","Resting","water","surface","",2014-11-01 14:40:26.68,"20-10-14"
1,"1.still",1,"1.Resting","50922","2014-11-01 14:40:26.72",0.87,0.712,-0.268,0.66,"still","Resting","water","surface","",2014-11-01 14:40:26.72,"20-10-14"
