"number","behaviour_event","value","type_event","fps","time","depth","x","y","z","behaviour","type","location","place","raw","date","doe"
1,"1.sitting",1,"1.Resting","00:00:00.04","2014-10-20 15:46:59.00",0.81,0.622,-0.174,0.774,"sitting","Resting","land","land","sitting",2014-10-20 15:46:59.00,"23-08-14"
1,"1.sitting",1,"1.Resting","58251","2014-10-20 15:46:59.00",0.81,0.616,-0.176,0.779,"sitting","Resting","land","land","",2014-10-20 15:46:59.00,"23-08-14"
1,"1.sitting",1,"1.Resting","58252","2014-10-20 15:46:59.02",0.81,0.611,-0.179,0.782,"sitting","Resting","land","land","",2014-10-20 15:46:59.02,"23-08-14"
1,"1.sitting",1,"1.Resting","58253","2014-10-20 15:46:59.13",0.81,0.612,-0.171,0.795,"sitting","Resting","land","land","",2014-10-20 15:46:59.13,"23-08-14"
1,"1.sitting",1,"1.Resting","58254","2014-10-20 15:46:59.17",0.81,0.607,-0.181,0.798,"sitting","Resting","land","land","",2014-10-20 15:46:59.17,"23-08-14"
1,"1.sitting",1,"1.Resting","58255","2014-10-20 15:46:59.21",0.81,0.596,-0.165,0.825,"sitting","Resting","land","land","",2014-10-20 15:46:59.21,"23-08-14"
1,"1.sitting",1,"1.Resting","58256","2014-10-20 15:46:59.25",0.81,0.579,-0.17,0.823,"sitting","Resting","land","land","",2014-10-20 15:46:59.25,"23-08-14"
1,"1.sitting",1,"1.Resting","58257","2014-10-20 15:46:59.25",0.81,0.542,-0.209,0.832,"sitting","Resting","land","land","",2014-10-20 15:46:59.25,"23-08-14"
1,"1.sitting",1,"1.Resting","58258","2014-10-20 15:46:59.28",0.81,0.528,-0.201,0.845,"sitting","Resting","land","land","",2014-10-20 15:46:59.28,"23-08-14"
1,"1.sitting",1,"1.Resting","58259","2014-10-20 15:46:59.38",0.81,0.486,-0.095,0.885,"sitting","Resting","land","land","",2014-10-20 15:46:59.38,"23-08-14"
1,"1.sitting",1,"1.Resting","58260","2014-10-20 15:46:59.42",0.81,0.428,-0.045,0.886,"sitting","Resting","land","land","",2014-10-20 15:46:59.42,"23-08-14"
1,"1.sitting",1,"1.Resting","58261","2014-10-20 15:46:59.46",0.81,0.406,-0.101,0.9,"sitting","Resting","land","land","",2014-10-20 15:46:59.46,"23-08-14"
1,"1.sitting",1,"1.Resting","58262","2014-10-20 15:46:59.50",0.81,0.433,-0.149,0.878,"sitting","Resting","land","land","",2014-10-20 15:46:59.50,"23-08-14"
1,"1.sitting",1,"1.Resting","58263","2014-10-20 15:46:59.50",0.81,0.428,-0.154,0.889,"sitting","Resting","land","land","",2014-10-20 15:46:59.50,"23-08-14"
1,"1.sitting",1,"1.Resting","58264","2014-10-20 15:46:59.53",0.81,0.402,-0.182,0.896,"sitting","Resting","land","land","",2014-10-20 15:46:59.53,"23-08-14"
1,"1.sitting",1,"1.Resting","58265","2014-10-20 15:46:59.63",0.81,0.377,-0.2,0.895,"sitting","Resting","land","land","",2014-10-20 15:46:59.63,"23-08-14"
