,number,value,depth,x,y,z,behaviour,type,place
2599,4,8,0.56,0.332,0.992,0.044000000000000004,0,0,1
2600,4,8,0.56,0.384,1.1320000000000001,0.11599999999999999,0,0,1
2601,4,8,0.56,0.552,1.14,0.14800000000000002,0,0,1
2602,4,8,0.56,0.5720000000000001,0.804,0.027999999999999997,0,0,1
2603,4,8,0.56,0.652,0.504,0.588,0,0,1
2604,4,8,0.56,0.62,0.452,0.1,0,0,1
2605,4,8,0.56,0.632,0.536,0.38,0,0,1
2606,4,8,0.56,0.5920000000000001,0.20800000000000002,0.5760000000000001,0,0,1
2607,4,8,0.56,0.688,0.168,0.6559999999999999,0,0,1
2608,4,8,0.56,0.632,0.172,0.78,0,0,1
2609,4,8,0.56,0.588,0.72,0.672,0,0,1
2610,4,8,0.56,0.516,1.032,0.7959999999999999,0,0,1
2611,4,8,0.56,0.344,0.9520000000000001,0.684,0,0,1
2612,4,8,0.56,0.064,0.904,0.6,0,0,1
2613,4,8,0.56,-0.06,0.852,0.484,0,0,1
2614,4,8,0.56,0.027999999999999997,0.828,0.248,0,0,1
2615,4,8,0.56,0.23199999999999998,0.9440000000000001,0.08,0,0,1
2616,4,8,0.56,0.35200000000000004,0.9,0.008,0,0,1
2617,4,8,0.56,0.46399999999999997,0.96,0.04,0,0,1
2618,4,8,0.56,0.5920000000000001,1.028,0.172,0,0,1
2619,4,8,0.56,0.62,1.072,0.23199999999999998,0,0,1
2620,4,8,0.56,0.49200000000000005,0.8440000000000001,0.244,0,0,1
2621,4,8,0.56,0.456,0.508,0.428,0,0,1
2622,4,8,0.56,0.54,0.4,0.648,0,0,1
2623,4,8,0.56,0.496,0.264,0.608,0,0,1
2624,4,8,0.56,0.484,0.212,0.672,0,0,1
2625,4,8,0.56,0.528,0.192,0.7759999999999999,0,0,1
2626,4,8,0.56,0.54,0.10400000000000001,0.8,0,0,1
2627,4,8,0.56,0.644,0.38799999999999996,0.8240000000000001,0,0,1
2628,4,8,0.56,0.732,0.7,0.688,0,0,1
2629,4,8,0.56,0.7440000000000001,0.6,0.47600000000000003,0,0,1
2630,4,8,0.56,0.716,1.056,0.32,0,0,1
2631,4,8,0.56,0.376,1.112,0.128,0,0,1
2632,4,8,0.56,0.364,0.976,0.04,0,0,1
2633,4,8,0.56,0.38,1.012,0.032,0,0,1
2634,4,8,0.56,0.532,0.8079999999999999,0.252,0,0,1
2635,4,8,0.56,0.584,0.636,0.308,0,0,1
2636,4,8,0.56,0.308,0.556,0.22,0,0,1
2637,4,8,0.56,0.32799999999999996,0.64,0.41600000000000004,0,0,1
2638,4,8,0.56,0.38,0.72,0.512,0,0,1
2639,4,8,0.56,0.26,0.892,0.584,0,0,1
2640,4,8,0.56,0.17600000000000002,0.9,0.7,0,0,1
2641,4,8,0.56,0.196,0.72,0.6,0,0,1
2642,4,8,0.56,0.248,0.684,0.6920000000000001,0,0,1
2643,4,8,0.56,0.38799999999999996,0.6,0.8079999999999999,0,0,1
2644,4,8,0.56,0.38,0.44,0.748,0,0,1
2645,4,8,0.56,0.38799999999999996,0.396,0.672,0,0,1
2646,4,8,0.56,0.35600000000000004,0.212,0.708,0,0,1
2647,4,8,0.56,0.48,-0.044000000000000004,0.512,0,0,1
2648,4,8,0.56,0.748,0.128,0.04,0,0,1
2649,4,8,0.56,1.044,0.5760000000000001,0.02,0,0,1
2650,4,8,0.56,0.8440000000000001,0.848,0.20800000000000002,0,0,1
2651,4,8,0.56,0.6759999999999999,0.88,0.068,0,0,1
2652,4,8,0.56,0.624,0.948,-0.012,0,0,1
2653,4,8,0.56,0.72,0.7959999999999999,0.14800000000000002,0,0,1
2654,4,8,0.56,0.892,0.584,0.28,0,0,1
2655,4,8,0.56,0.8240000000000001,0.604,0.424,0,0,1
2656,4,8,0.56,0.38,0.46,0.41600000000000004,0,0,1
2657,4,8,0.56,0.24,0.48,0.6759999999999999,0,0,1
2658,4,8,0.56,0.29600000000000004,0.44799999999999995,0.58,0,0,1
2659,4,8,0.56,0.444,0.828,0.44799999999999995,0,0,1
2660,4,8,0.56,0.49200000000000005,0.912,0.652,0,0,1
2661,4,8,0.56,0.8440000000000001,1.064,0.784,0,0,1
2662,4,8,0.56,0.38,0.66,0.22399999999999998,0,0,1
2663,4,8,0.56,-0.076,0.252,0.28800000000000003,0,0,1
2664,4,8,0.56,0.35200000000000004,-0.376,0.672,0,0,1
2665,4,8,0.56,0.49200000000000005,0.064,0.7559999999999999,0,0,1
2666,4,8,0.56,0.588,0.7040000000000001,0.636,0,0,1
2667,4,8,0.56,0.268,0.728,0.47200000000000003,0,0,1
2668,4,8,0.56,0.316,0.96,0.196,0,0,1
2669,4,8,0.56,0.47200000000000003,0.972,0.2,0,0,1
2670,4,8,0.56,0.584,0.644,0.168,0,0,1
2671,4,8,0.56,0.588,0.5760000000000001,0.20800000000000002,0,0,1
2672,4,8,0.56,0.6679999999999999,0.62,0.84,0,0,1
2673,4,8,0.56,0.7,1.044,0.736,0,0,1
2674,4,8,0.56,0.4,1.1520000000000001,0.43200000000000005,0,0,1
2675,4,8,0.56,0.37200000000000005,0.804,0.38,0,0,1
2676,4,8,0.56,0.596,0.47600000000000003,0.348,0,0,1
2677,4,8,0.56,0.624,0.49200000000000005,0.46,0,0,1
2678,4,8,0.56,0.5760000000000001,0.628,0.37200000000000005,0,0,1
2679,4,8,0.56,0.552,0.792,0.292,0,0,1
2680,4,8,0.56,0.64,0.8440000000000001,0.172,0,0,1
2681,4,8,0.56,0.752,0.7759999999999999,0.08,0,0,1
2682,4,8,0.56,0.716,0.8079999999999999,-0.004,0,0,1
2683,4,8,0.56,0.708,0.84,0.012,0,0,1
2684,4,8,0.56,0.7240000000000001,0.7759999999999999,0.012,0,0,1
2685,4,8,0.56,0.6920000000000001,0.8240000000000001,0.044000000000000004,0,0,1
2686,4,8,0.56,0.46399999999999997,0.88,-0.004,0,0,1
2687,4,8,0.56,0.408,1.0,0.016,0,0,1
2688,4,8,0.56,0.47200000000000003,0.96,0.10800000000000001,0,0,1
2689,4,8,0.56,0.72,0.524,0.456,0,0,1
2690,4,8,0.56,0.6559999999999999,0.512,0.528,0,0,1
2691,4,8,0.56,0.564,0.504,0.624,0,0,1
2692,4,8,0.56,0.376,0.46799999999999997,0.632,0,0,1
2693,4,8,0.56,0.26,0.23199999999999998,0.596,0,0,1
2694,4,8,0.56,0.32,0.048,0.568,0,0,1
2695,4,8,0.56,0.52,0.027999999999999997,0.436,0,0,1
2696,4,8,0.56,0.768,0.336,0.376,0,0,1
2697,4,8,0.56,0.968,0.604,0.23199999999999998,0,0,1
2698,4,8,0.56,1.0,0.708,0.124,0,0,1
2699,4,8,0.56,0.8959999999999999,0.752,0.048,0,0,1
2700,4,8,0.56,0.84,0.7959999999999999,-0.008,0,0,1
2701,4,8,0.56,0.772,0.84,-0.04,0,0,1
2702,4,8,0.56,0.664,0.9359999999999999,-0.004,0,0,1
2703,4,8,0.56,0.652,1.016,0.0,0,0,1
2704,4,8,0.56,0.972,0.992,-0.032,0,0,1
2705,4,8,0.56,1.004,0.892,0.076,0,0,1
2706,4,8,0.56,0.9159999999999999,0.828,0.032,0,0,1
2707,4,8,0.56,0.568,0.688,-0.184,0,0,1
2708,4,8,0.56,0.38799999999999996,0.86,-0.228,0,0,1
2709,4,8,0.56,0.312,1.06,-0.07200000000000001,0,0,1
2710,4,8,0.56,0.252,1.024,-0.1,0,0,1
2711,4,8,0.56,0.21600000000000003,1.048,0.016,0,0,1
2712,4,8,0.56,0.256,0.972,0.08,0,0,1
2713,4,8,0.56,0.23199999999999998,0.8640000000000001,0.096,0,0,1
2714,4,8,0.56,0.21600000000000003,0.868,0.308,0,0,1
2715,4,8,0.56,0.016,0.9079999999999999,0.424,0,0,1
2716,4,8,0.56,-0.156,0.92,0.504,0,0,1
2717,4,8,0.56,-0.272,0.82,0.644,0,0,1
2718,4,8,0.56,-0.26,0.5760000000000001,0.7559999999999999,0,0,1
2719,4,8,0.56,0.004,0.392,0.7759999999999999,0,0,1
2720,4,8,0.56,0.23600000000000002,0.184,0.836,0,0,1
2721,4,8,0.56,0.304,-0.024,0.972,0,0,1
2722,4,8,0.56,0.44799999999999995,-0.084,0.828,0,0,1
2723,4,8,0.56,0.532,0.268,0.516,0,0,1
2724,5,9,0.56,0.512,0.396,0.29600000000000004,1,1,1
2725,5,9,0.56,0.396,0.568,1.608,1,1,1
2726,5,9,0.56,0.444,1.016,0.8759999999999999,1,1,1
2727,5,9,0.56,0.556,1.12,0.632,1,1,1
2728,5,9,0.56,0.604,1.1440000000000001,0.672,1,1,1
2729,5,9,0.56,0.568,0.9279999999999999,0.44,1,1,1
2730,5,9,0.56,0.5479999999999999,0.812,0.292,1,1,1
2731,5,9,0.56,0.568,0.82,0.23600000000000002,1,1,1
2732,5,9,0.56,0.44799999999999995,0.772,0.24,1,1,1
2733,5,9,0.56,0.42,0.904,0.248,1,1,1
2734,5,9,0.56,0.5,0.9440000000000001,0.29600000000000004,1,1,1
2735,5,9,0.56,0.528,0.9440000000000001,0.308,1,1,1
2736,5,9,0.56,0.42,1.0759999999999998,0.40399999999999997,1,1,1
2737,5,9,0.56,0.17600000000000002,0.552,0.836,1,1,1
2738,5,9,0.56,0.084,0.436,1.192,1,1,1
2739,5,9,0.56,-0.096,0.38799999999999996,1.232,1,1,1
2740,5,9,0.56,-0.184,0.392,1.224,1,1,1
2741,5,9,0.56,-0.22399999999999998,0.22,1.188,1,1,1
2742,5,9,0.56,0.012,-0.348,0.384,1,1,1
2743,5,9,0.56,0.22,-0.38799999999999996,-0.055999999999999994,1,1,1
2744,5,9,0.56,0.428,0.272,0.092,1,1,1
2745,5,9,0.56,0.7,0.604,0.64,1,1,1
2746,5,9,0.56,0.7040000000000001,1.564,0.076,1,1,1
2747,5,9,0.56,0.74,1.768,-0.18,1,1,1
2748,5,9,0.56,0.556,1.4680000000000002,0.044000000000000004,1,1,1
2749,5,9,0.56,0.7040000000000001,1.04,-0.055999999999999994,1,1,1
2750,5,9,0.56,0.516,0.872,0.084,1,1,1
2751,5,9,0.59,0.344,0.336,0.47600000000000003,1,1,1
2752,5,9,0.56,0.012,0.212,1.048,1,1,1
2753,5,9,0.56,-0.07200000000000001,0.348,1.1079999999999999,1,1,1
2754,5,9,0.56,-0.016,0.364,1.0,1,1,1
2755,5,9,0.56,-0.17600000000000002,-0.048,0.696,1,1,1
2756,5,9,0.56,0.027999999999999997,-0.348,0.22,1,1,1
2757,5,9,0.56,0.312,-0.044000000000000004,0.0,1,1,1
2758,5,9,0.56,0.672,0.28,0.376,1,1,1
2759,5,9,0.56,0.516,1.228,-0.1,1,1,1
