"number","behaviour_event","value","type_event","fps","time","depth","x","y","z","behaviour","type","location","place","raw","date","doe"
1,"1.moving",1,"1.Travelling","00:00:00.04","2014-09-03 09:11:37.00",0.65,-0.776,0.612,1.052,"moving","Travelling","land","land","moving",2014-09-03 09:11:37.00,"12-09-14"
1,"1.moving",1,"1.Travelling","00:00.0","2014-09-03 09:11:37.00",0.65,-0.072,-0.084,0.532,"moving","Travelling","land","land","",2014-09-03 09:11:37.00,"12-09-14"
1,"1.moving",1,"1.Travelling","5777","2014-09-03 09:11:37.01",0.65,-0.108,-0.096,0.824,"moving","Travelling","land","land","",2014-09-03 09:11:37.01,"12-09-14"
1,"1.moving",1,"1.Travelling","5778","2014-09-03 09:11:37.13",0.65,0.08,-0.38,0.932,"moving","Travelling","land","land","",2014-09-03 09:11:37.13,"12-09-14"
1,"1.moving",1,"1.Travelling","5779","2014-09-03 09:11:37.17",0.65,0.208,-0.48,0.904,"moving","Travelling","land","land","",2014-09-03 09:11:37.17,"12-09-14"
1,"1.moving",1,"1.Travelling","5780","2014-09-03 09:11:37.21",0.65,0.172,-0.516,0.984,"moving","Travelling","land","land","",2014-09-03 09:11:37.21,"12-09-14"
1,"1.moving",1,"1.Travelling","5781","2014-09-03 09:11:37.25",0.65,0.268,-0.68,0.98,"moving","Travelling","land","land","",2014-09-03 09:11:37.25,"12-09-14"
1,"1.moving",1,"1.Travelling","5782","2014-09-03 09:11:37.25",0.65,0.316,-0.6,0.82,"moving","Travelling","land","land","",2014-09-03 09:11:37.25,"12-09-14"
1,"1.moving",1,"1.Travelling","5783","2014-09-03 09:11:37.27",0.65,0.384,-0.384,0.124,"moving","Travelling","land","land","",2014-09-03 09:11:37.27,"12-09-14"
1,"1.moving",1,"1.Travelling","5784","2014-09-03 09:11:37.38",0.65,0.504,-0.004,-0.024,"moving","Travelling","land","land","",2014-09-03 09:11:37.38,"12-09-14"
1,"1.moving",1,"1.Travelling","5785","2014-09-03 09:11:37.42",0.65,0.52,0.324,0.18,"moving","Travelling","land","land","",2014-09-03 09:11:37.42,"12-09-14"
1,"1.moving",1,"1.Travelling","5786","2014-09-03 09:11:37.46",0.65,0.256,1.008,1.1,"moving","Travelling","land","land","",2014-09-03 09:11:37.46,"12-09-14"
1,"1.moving",1,"1.Travelling","5787","2014-09-03 09:11:37.50",0.65,0.136,1.196,0.74,"moving","Travelling","land","land","",2014-09-03 09:11:37.50,"12-09-14"
1,"1.moving",1,"1.Travelling","5788","2014-09-03 09:11:37.50",0.65,0.556,1.412,0.884,"moving","Travelling","land","land","",2014-09-03 09:11:37.50,"12-09-14"
1,"1.moving",1,"1.Travelling","5789","2014-09-03 09:11:37.52",0.65,0.844,1.092,0.66,"moving","Travelling","land","land","",2014-09-03 09:11:37.52,"12-09-14"
1,"1.moving",1,"1.Travelling","5790","2014-09-03 09:11:37.63",0.65,0.62,0.824,0.652,"moving","Travelling","land","land","",2014-09-03 09:11:37.63,"12-09-14"
