"number","behaviour_event","value","type_event","fps","time","depth","x","y","z","behaviour","type","location","place","raw","date","doe"
1,"1.in",1,"1.Other","00:00.0","2014-09-03 09:20:49.00",0.43,0.232,-0.584,0.908,"in","Other","water","surface","in",2014-09-03 09:20:49.00,"03-09-14"
1,"1.in",1,"1.Other","00:00.0","2014-09-03 09:20:49.00",0.43,0.252,-0.488,0.916,"in","Other","water","surface","",2014-09-03 09:20:49.00,"03-09-14"
1,"1.in",1,"1.Other","17615","2014-09-03 09:20:49.01",0.43,0.284,-0.364,0.912,"in","Other","water","surface","",2014-09-03 09:20:49.01,"03-09-14"
1,"1.in",1,"1.Other","17616","2014-09-03 09:20:49.05",0.4,0.292,-0.252,0.872,"in","Other","water","surface","",2014-09-03 09:20:49.05,"03-09-14"
1,"1.in",1,"1.Other","17617","2014-09-03 09:20:49.16",0.43,0.3,-0.128,0.896,"in","Other","water","surface","",2014-09-03 09:20:49.16,"03-09-14"
1,"1.in",1,"1.Other","17618","2014-09-03 09:20:49.20",0.43,0.344,-0.016,0.944,"in","Other","water","surface","",2014-09-03 09:20:49.20,"03-09-14"
1,"1.in",1,"1.Other","17619","2014-09-03 09:20:49.24",0.4,0.348,0.06,0.924,"in","Other","water","surface","",2014-09-03 09:20:49.24,"03-09-14"
1,"1.in",1,"1.Other","17620","2014-09-03 09:20:49.25",0.43,0.308,0.048,0.94,"in","Other","water","surface","",2014-09-03 09:20:49.25,"03-09-14"
1,"1.in",1,"1.Other","17621","2014-09-03 09:20:49.25",0.43,0.284,0.052,0.932,"in","Other","water","surface","",2014-09-03 09:20:49.25,"03-09-14"
1,"1.in",1,"1.Other","17622","2014-09-03 09:20:49.29",0.43,0.324,0.076,0.9,"in","Other","water","surface","",2014-09-03 09:20:49.29,"03-09-14"
1,"1.in",1,"1.Other","17623","2014-09-03 09:20:49.40",0.4,0.332,0.012,0.892,"in","Other","water","surface","",2014-09-03 09:20:49.40,"03-09-14"
1,"1.in",1,"1.Other","17624","2014-09-03 09:20:49.44",0.4,0.344,-0.02,0.912,"in","Other","water","surface","",2014-09-03 09:20:49.44,"03-09-14"
1,"1.in",1,"1.Other","17625","2014-09-03 09:20:49.48",0.4,0.332,-0.008,0.86,"in","Other","water","surface","",2014-09-03 09:20:49.48,"03-09-14"
1,"1.in",1,"1.Other","17626","2014-09-03 09:20:49.50",0.4,0.296,0.036,0.86,"in","Other","water","surface","",2014-09-03 09:20:49.50,"03-09-14"
1,"1.in",1,"1.Other","17627","2014-09-03 09:20:49.50",0.4,0.236,0.14,0.88,"in","Other","water","surface","",2014-09-03 09:20:49.50,"03-09-14"
